"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ukraine","UKR","Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)","IQ.SPI.PIL4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.1916666666667","53.2916666666667","49.0166666666667","49.0166666666667","",
"Ukraine","UKR","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703","","2707","1915","1378","2204","3041","3323","4423","6854","9514","11684","11527","13184","17170","19889","18498","14751","16711","16837","17946","19774","15144","21246","26065","26276","27330","29829","",
"Ukraine","UKR","Procedures to build a warehouse (number)","IC.WRH.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","29","29","21","21","21","12","12","12","12","12","11","10","",
"Ukraine","UKR","Cost of business start-up procedures (% of GNI per capita)","IC.REG.COST.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9","21.3","13.4","11.5","9.8","6.8","6.8","7.1","5.2","2.2","1.9","1.8","1.1","0.9","0.8","0.6","0.5","",
"Ukraine","UKR","Value lost due to electrical outages (% of sales for affected firms)","IC.FRM.OUTG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","","","","","1.9","","","","","","0.8","",
"Ukraine","UKR","Cost to export, border compliance (US$)","IC.EXP.CSBC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","75","75","75","",
"Ukraine","UKR","Human capital index (HCI), upper bound (scale 0-1)","HD.HCI.OVRL.UB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.641008496284485","","","","","","","0.68","0.654273390769959","","0.642555415630341",
"Ukraine","UKR","Interest payments (current LCU)","GC.XPN.INTP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3010200000","4304500000","3925000000","2750179000","2519778000","3054200000","3265500000","3377200000","3735800000","4418800000","9907200000","16639500000","24591200000","25753346000","34409256546","51018200000","86808300000","97374400000","111480100000","116297300000","119933800000","",
"Ukraine","UKR","Taxes on goods and services (% value added of industry and services)","GC.TAX.GSRV.VA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.256197902662","12.2166731611887","10.0477966080235","10.2038511607495","8.53720367459194","8.05816213214881","12.0350385423966","13.7072492875799","11.9145210905907","13.5740925098325","14.3598101940294","13.0660968053082","15.8747571998006","15.7983379057752","15.1048579330736","17.1093687324714","19.7632419299094","19.2285120907219","19.4514085693749","18.9590868749948","16.822204423071","",
"Ukraine","UKR","Net incurrence of liabilities, total (current LCU)","GC.LBL.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2644000000","1939700000","3224100000","-1320000.00000005","1953100000","10641100000","20218200000","2576500000","8901100000","33249900000","106500900000","106574793100","58863400000","48680730000","81349713054","202802500000","109841800000","170927300000","127670500000","53220800000","71228700000","",
"Ukraine","UKR","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.8851956194926","100.049702144134","90.7081324681019","84.0923527272132","84.5875282552149","91.4319077639593","108.460061863139","85.1933028908111","78.7065690076265","65.6024998113921","57.3348573074523","48.6102117446371","51.1707801421086",
"Ukraine","UKR","Monetary Sector credit to private sector (% GDP)","FM.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64643353864494","1.42133092336433","4.62493518274686","1.47526662609174","1.38538701407034","2.45717802067156","7.82396559517599","8.58616152226277","10.7847814715491","12.5986814897834","17.026777962048","23.6964112500766","24.2922775038848","31.079429229959","42.724395228306","55.8173877367322","70.6884353075375","70.8210313058861","60.2961497765176","54.5185258850456","51.8249856962194","56.5076166765713","59.8470926780748","47.0414280246165","38.6086586004787","31.1535037015279","27.7404418168473","22.8204800699319","21.031996369252",
"Ukraine","UKR","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9897716519799","59.7566275807762","48.1183737206673","3.88384824266828","13.6977713199854","15.2665117708456","14.7322884259186","16.5423303569023","12.8861390797106","18.9844230177685","28.0347714697952","30.4682699223548","54.5412958746154","52.8475770590765","48.3585110566614","41.0040955414761",
"Ukraine","UKR","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49","","0.37","","0.47","","0.55","","0.81","","0.88","","1.01","","1.35","","1.17","","0.83","","","","",
"Ukraine","UKR","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)","EN.CO2.MANF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3186612045672","30.1795304588001","33.3303874434389","26.9406392694064","23.6834413211867","24.7908822117207","25.3468283744874","25.5902489945043","25.7612846372271","26.7124191632572","27.3661016949153","29.5643710565177","29.4651162790698","29.4360426583117","31.3985717546548","25.5843227979451","27.1225789334041","27.2352310740151","25.6216289562061","22.5304682488775","23.0217448454576","23.3056609174837","22.0866961253332","21.4663044298544","23.463262027564","","","","","","",
"Ukraine","UKR","Nitrous oxide emissions in energy sector (% of total)","EN.ATM.NOXE.EG.ZS","","","","","","","","","","","4.70524013542107","4.47626758327294","4.56624586420347","4.57132577083965","4.53305416881993","5.84116684149053","6.14524899123667","6.20071847962856","6.49750057677931","6.72077286459567","6.94369763248337","6.96560438980832","6.96045607287674","6.85485526798231","6.84572004920446","6.95231364414443","6.8809053519163","6.82930731889548","7.22216506080682","7.32771730383086","4.72032098182676","4.36659050520437","4.16549394877568","4.07573812580231","3.85416666666667","3.77940609332819","3.58883473637572","3.4794396746498","3.83043922369765","3.90243902439024","3.82722799343904","4.01713979646492","4.12844036697248","4.56521739130435","4.62395543175488","4.7699214365881","5.13812154696133","5.01567398119122","4.51923076923077","","","","","","","","","","","","",
"Ukraine","UKR","CO2 emissions from solid fuel consumption (kt)","EN.ATM.CO2E.SF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305761.794","270045.214","212399.974","215348.242","186367.941","142884.655","146434.311","144421.128","146529.653","141894.565","143046.003","155414.794","139830.044","140794.465","151476.436","146786.343","143009.333","122397.126","135202.29","139081.976","159771.19","148990.21","117608.024","102859.35","106001.969","","","","",
"Ukraine","UKR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.12443526354648","8.04730047468016","8.98867129779968","10.4485049804755","11.2894416622401","11.6144394405221","14.1782513203613","14.8384511362508","15.1327909104358","14.5157455662482","15.545066329021","15.2845636025358","15.3714257183171","15.0164807374934","16.2300685277302","16.6830723203197","17.6638082329097","17.8526148981455","18.0202617588663","19.6196033162538","18.2690023123579","19.2445480126725","19.8544252542397","19.6131917480218","22.5308723985058","","","","","","",
"Ukraine","UKR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.94476663905","100","99.9","100","100","100","100","99.9158957106812","100","100","100","100","100","100","100","",
"Ukraine","UKR","Net ODA received (% of imports of goods, services and primary income)","DT.ODA.ODAT.MP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.924819787397908","0.889572137672889","0.569985663010545","0.594709389141328","1.0715372427671","0.860255232948256","0.754700316920954","0.696120240520241","0.731130888865196","1.82134509612468","2.77568173660552","2.60846923113249","1.67767371015324","1.50755527009627","1.31321622178","",
"Ukraine","UKR","Net official flows from UN agencies, UNFPA (current US$)","DT.NFL.UNFP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","200000.002980232","449999.988079071","150000.005960464","109999.999403954","340000.003576279","589999.973773956","449999.988079071","769999.980926514","500000","519999.980926514","540000.021457672","769999.980926514","670000.016689301","649999.976158142","629999.995231628","618528.008460999","690557.00302124","762573.480606079","879118.204116821","523795.425891876","831445.574760437","806309.998035431","1351122.85614014","",
